   1.0000000e+00   8.6206421e+01
   2.0000000e+00   3.3098467e+01
   3.0000000e+00   2.2728030e+01
   4.0000000e+00   1.0747448e-14
   5.0000000e+00   8.7450791e-15
   6.0000000e+00   7.0266916e-15
   7.0000000e+00   5.5802567e-15
   8.0000000e+00   4.9615145e-15
   9.0000000e+00   4.3569737e-15
   1.0000000e+01   4.1181456e-15
   1.1000000e+01   3.8805940e-15
   1.2000000e+01   3.6459695e-15
   1.3000000e+01   3.5722623e-15
   1.4000000e+01   3.4828447e-15
   1.5000000e+01   3.1555285e-15
   1.6000000e+01   2.9252894e-15
   1.7000000e+01   2.7706661e-15
   1.8000000e+01   2.6840529e-15
   1.9000000e+01   2.3509571e-15
   2.0000000e+01   2.2687912e-15
   2.1000000e+01   2.0499992e-15
   2.2000000e+01   1.7213944e-15
   2.3000000e+01   1.6435504e-15
   2.4000000e+01   1.4503642e-15
   2.5000000e+01   1.3596320e-15
   2.6000000e+01   1.2970946e-15
   2.7000000e+01   1.2040459e-15
   2.8000000e+01   1.0871170e-15
   2.9000000e+01   1.0541526e-15
   3.0000000e+01   9.4024885e-16
   3.1000000e+01   8.0548843e-16
   3.2000000e+01   6.7540575e-16
   3.3000000e+01   5.8857856e-16
   3.4000000e+01   4.5344593e-16
   3.5000000e+01   3.9375351e-16
   3.6000000e+01   2.7561977e-16
   3.7000000e+01   2.0605600e-16
   3.8000000e+01   1.5074408e-16
   3.9000000e+01   1.1881128e-16
   4.0000000e+01   9.8178522e-17
   4.1000000e+01   5.8802099e-17
   4.2000000e+01   4.9836351e-17
   4.3000000e+01   3.8355053e-17
   4.4000000e+01   2.4672370e-17
   4.5000000e+01   1.8482258e-17
   4.6000000e+01   1.3453419e-17
   4.7000000e+01   1.2389326e-17
   4.8000000e+01   5.4874724e-18
   4.9000000e+01   2.3821795e-18
   5.0000000e+01   3.4985073e-19
