  -2.0000000e+00  -1.0000000e+00   3.5458768e+00
  -2.0000000e+00  -9.0000000e-01   2.3644472e+00
  -2.0000000e+00  -8.0000000e-01   1.2858738e+00
  -2.0000000e+00  -7.0000000e-01   3.1041683e-01
  -2.0000000e+00  -6.0000000e-01  -5.6211247e-01
  -2.0000000e+00  -5.0000000e-01  -1.3323514e+00
  -2.0000000e+00  -4.0000000e-01  -2.0013859e+00
  -2.0000000e+00  -3.0000000e-01  -2.5707507e+00
  -2.0000000e+00  -2.0000000e-01  -3.0424290e+00
  -2.0000000e+00  -1.0000000e-01  -3.4188529e+00
  -2.0000000e+00   0.0000000e+00  -3.7029029e+00
  -2.0000000e+00   1.0000000e-01  -3.8979084e+00
  -2.0000000e+00   2.0000000e-01  -4.0076473e+00
  -2.0000000e+00   3.0000000e-01  -4.0363462e+00
  -2.0000000e+00   4.0000000e-01  -3.9886804e+00
  -2.0000000e+00   5.0000000e-01  -3.8697739e+00
  -2.0000000e+00   6.0000000e-01  -3.6851993e+00
  -2.0000000e+00   7.0000000e-01  -3.4409779e+00
  -2.0000000e+00   8.0000000e-01  -3.1435796e+00
  -2.0000000e+00   9.0000000e-01  -2.7999229e+00
  -2.0000000e+00   1.0000000e+00  -2.4173753e+00
  -2.0000000e+00   1.1000000e+00  -2.0037526e+00
  -2.0000000e+00   1.2000000e+00  -1.5673193e+00
  -2.0000000e+00   1.3000000e+00  -1.1167888e+00
  -2.0000000e+00   1.4000000e+00  -6.6132304e-01
  -2.0000000e+00   1.5000000e+00  -2.1053250e-01
  -2.0000000e+00   1.6000000e+00   2.2552353e-01
  -2.0000000e+00   1.7000000e+00   6.3633714e-01
  -2.0000000e+00   1.8000000e+00   1.0109518e+00
  -2.0000000e+00   1.9000000e+00   1.3379621e+00
  -2.0000000e+00   2.0000000e+00   1.6055144e+00
  -2.0000000e+00   2.1000000e+00   1.8013060e+00
  -2.0000000e+00   2.2000000e+00   1.9125856e+00
  -2.0000000e+00   2.3000000e+00   1.9261534e+00
  -2.0000000e+00   2.4000000e+00   1.8283608e+00
  -2.0000000e+00   2.5000000e+00   1.6051107e+00
  -2.0000000e+00   2.6000000e+00   1.2418571e+00
  -2.0000000e+00   2.7000000e+00   7.2360547e-01
  -2.0000000e+00   2.8000000e+00   3.4912629e-02
  -2.0000000e+00   2.9000000e+00  -8.4011331e-01
  -2.0000000e+00   3.0000000e+00  -1.9178129e+00
  -1.9000000e+00  -1.0000000e+00   3.1648110e+00
  -1.9000000e+00  -9.0000000e-01   2.0501712e+00
  -1.9000000e+00  -8.0000000e-01   1.0319862e+00
  -1.9000000e+00  -7.0000000e-01   1.1072336e-01
  -1.9000000e+00  -6.0000000e-01  -7.1359859e-01
  -1.9000000e+00  -5.0000000e-01  -1.4414097e+00
  -1.9000000e+00  -4.0000000e-01  -2.0735885e+00
  -1.9000000e+00  -3.0000000e-01  -2.6114624e+00
  -1.9000000e+00  -2.0000000e-01  -3.0568073e+00
  -1.9000000e+00  -1.0000000e-01  -3.4118479e+00
  -1.9000000e+00   0.0000000e+00  -3.6792574e+00
  -1.9000000e+00   1.0000000e-01  -3.8621579e+00
  -1.9000000e+00   2.0000000e-01  -3.9641199e+00
  -1.9000000e+00   3.0000000e-01  -3.9891627e+00
  -1.9000000e+00   4.0000000e-01  -3.9417543e+00
  -1.9000000e+00   5.0000000e-01  -3.8268112e+00
  -1.9000000e+00   6.0000000e-01  -3.6496989e+00
  -1.9000000e+00   7.0000000e-01  -3.4162311e+00
  -1.9000000e+00   8.0000000e-01  -3.1326704e+00
  -1.9000000e+00   9.0000000e-01  -2.8057283e+00
  -1.9000000e+00   1.0000000e+00  -2.4425645e+00
  -1.9000000e+00   1.1000000e+00  -2.0507877e+00
  -1.9000000e+00   1.2000000e+00  -1.6384552e+00
  -1.9000000e+00   1.3000000e+00  -1.2140728e+00
  -1.9000000e+00   1.4000000e+00  -7.8659511e-01
  -1.9000000e+00   1.5000000e+00  -3.6542541e-01
  -1.9000000e+00   1.6000000e+00   3.9584398e-02
  -1.9000000e+00   1.7000000e+00   4.1813375e-01
  -1.9000000e+00   1.8000000e+00   7.5947342e-01
  -1.9000000e+00   1.9000000e+00   1.0524055e+00
  -1.9000000e+00   2.0000000e+00   1.2852834e+00
  -1.9000000e+00   2.1000000e+00   1.4460120e+00
  -1.9000000e+00   2.2000000e+00   1.5220472e+00
  -1.9000000e+00   2.3000000e+00   1.5003967e+00
  -1.9000000e+00   2.4000000e+00   1.3676191e+00
  -1.9000000e+00   2.5000000e+00   1.1098246e+00
  -1.9000000e+00   2.6000000e+00   7.1267471e-01
  -1.9000000e+00   2.7000000e+00   1.6138211e-01
  -1.9000000e+00   2.8000000e+00  -5.5928902e-01
  -1.9000000e+00   2.9000000e+00  -1.4650232e+00
  -1.9000000e+00   3.0000000e+00  -2.5719537e+00
  -1.8000000e+00  -1.0000000e+00   2.8595239e+00
  -1.8000000e+00  -9.0000000e-01   1.8121672e+00
  -1.8000000e+00  -8.0000000e-01   8.5495578e-01
  -1.8000000e+00  -7.0000000e-01  -1.1435690e-02
  -1.8000000e+00  -6.0000000e-01  -7.8678117e-01
  -1.8000000e+00  -5.0000000e-01  -1.4713033e+00
  -1.8000000e+00  -4.0000000e-01  -2.0656734e+00
  -1.8000000e+00  -3.0000000e-01  -2.5710114e+00
  -1.8000000e+00  -2.0000000e-01  -2.9888859e+00
  -1.8000000e+00  -1.0000000e-01  -3.3213143e+00
  -1.8000000e+00   0.0000000e+00  -3.5707625e+00
  -1.8000000e+00   1.0000000e-01  -3.7401451e+00
  -1.8000000e+00   2.0000000e-01  -3.8328254e+00
  -1.8000000e+00   3.0000000e-01  -3.8526154e+00
  -1.8000000e+00   4.0000000e-01  -3.8037756e+00
  -1.8000000e+00   5.0000000e-01  -3.6910153e+00
  -1.8000000e+00   6.0000000e-01  -3.5194924e+00
  -1.8000000e+00   7.0000000e-01  -3.2948137e+00
  -1.8000000e+00   8.0000000e-01  -3.0230342e+00
  -1.8000000e+00   9.0000000e-01  -2.7106580e+00
  -1.8000000e+00   1.0000000e+00  -2.3646376e+00
  -1.8000000e+00   1.1000000e+00  -1.9923743e+00
  -1.8000000e+00   1.2000000e+00  -1.6017180e+00
  -1.8000000e+00   1.3000000e+00  -1.2009673e+00
  -1.8000000e+00   1.4000000e+00  -7.9886943e-01
  -1.8000000e+00   1.5000000e+00  -4.0462027e-01
  -1.8000000e+00   1.6000000e+00  -2.7864417e-02
  -1.8000000e+00   1.7000000e+00   3.2130491e-01
  -1.8000000e+00   1.8000000e+00   6.3234580e-01
  -1.8000000e+00   1.9000000e+00   8.9426771e-01
  -1.8000000e+00   2.0000000e+00   1.0956314e+00
  -1.8000000e+00   2.1000000e+00   1.2245490e+00
  -1.8000000e+00   2.2000000e+00   1.2686840e+00
  -1.8000000e+00   2.3000000e+00   1.2152510e+00
  -1.8000000e+00   2.4000000e+00   1.0510164e+00
  -1.8000000e+00   2.5000000e+00   7.6229749e-01
  -1.8000000e+00   2.6000000e+00   3.3496309e-01
  -1.8000000e+00   2.7000000e+00  -2.4556665e-01
  -1.8000000e+00   2.8000000e+00  -9.9432027e-01
  -1.8000000e+00   2.9000000e+00  -1.9267750e+00
  -1.8000000e+00   3.0000000e+00  -3.0588566e+00
  -1.7000000e+00  -1.0000000e+00   2.6184502e+00
  -1.7000000e+00  -9.0000000e-01   1.6387118e+00
  -1.7000000e+00  -8.0000000e-01   7.4290111e-01
  -1.7000000e+00  -7.0000000e-01  -6.8099892e-02
